txn_dt,txn_id,originator_id,beneficiary_id,txn_amount,originator_type,beneficiary_type,rptd_originator_address,rptd_beneficiary_address,rptd_originator_name,rptd_beneficiary_name,originator_bank_country,beneficiary_bank_country
2021-05-19,223664,323664.0,423664.0,5991.82,Company,Company,,,Rak Bank,Union Bank of India,United Arab Emirates,India
2021-05-18,223665,323665.0,423665.0,6891.82,Company,Company,,,Rak Bank,Axis Bank,United Arab Emirates,India
2021-05-19,223666,323666.0,423666.0,6951.82,Company,Company,,,Rak Bank,State Bank of India,United Arab Emirates,India
2021-05-20,223667,323667.0,423667.0,11241.82,Company,Company,,,Rak Bank,Hdfc Bank Limited,United Arab Emirates,India
2021-05-21,223668,323668.0,423668.0,11991.82,Company,Company,,,Rak Bank,Icici Bank,United Arab Emirates,India
2021-05-22,223669,323669.0,423669.0,12923.64,Company,Company,,,Rak Bank,Indian Overseas Bank,United Arab Emirates,India
2021-05-14,223670,323670.0,423670.0,42986.36,Company,Company,,,Rak Bank,JPMorgan Chase,United Arab Emirates,United States
2021-05-17,223683,323683.0,423683.0,2436000,Company,Company,,,Berenberg Bank ,Yapi Ve Kredibankasi A.S.,Germany,Turkey
2021-05-19,223684,323684.0,423684.0,4035652.52,Company,Company,,,Berenberg Bank ,ABN Amro Bank N.V.,Germany,Netherlands
2021-05-18,223685,323685.0,423685.0,28000000,Company,Company,,,Entie Commercial Bank ,Bank Sinopac,Taiwan,Hong Kong
2021-05-19,223686,323686.0,423686.0,4000000,Company,Company,,,Credit Suisse AG,Bank of America N.A. ,Switzerland,United States
2021-05-20,223687,323687.0,423687.0,5397069.22,Company,Company,,,Commonwealth Bank of Australia,Deutsche Bank AG,Australia,Czech Republic
2021-05-21,223688,323688.0,423688.0,2956552,Company,Company,,,Mauritius Commercial Bank Ltd,Banque De Commerce Et De Placements S A ,Mauritius,Switzerland
2021-05-22,223689,323689.0,423689.0,2970217.07,Company,Company,,,Sberbank,VP Bank,Switzerland,Luxembourg
2021-05-14,223690,323690.0,423690.0,3600000,Company,Company,,,DBS Bank,China Construction Bank Corporation,China,China
2021-05-15,223691,323691.0,423691.0,2250000,Company,Company,,,"Cor Clearing, Llc ",Rietumu Banka JSC,United States,Latvia
2021-05-16,223692,323692.0,423692.0,40075000,Company,Company,,,BSI SA,DBS Bank Ltd,Switzerland,Singapore
2021-05-19,223694,323694.0,423694.0,270420,Company,Company,,,"Bank of Tokyo-Mitsubishi Ufj, Ltd.  Chicago Branch",Rietumu Banka,United States,Latvia
2021-05-22,223839,323839.0,423839.0,3552481.6,Company,Company,,,Ojsc Bank Petrocommerce,AS Sampo Bank,Russia,Estonia
2021-05-14,223840,323840.0,423840.0,3969642,Company,Company,,,"Credit Suisse (Zurich, Switzerland)",Ukio Bankas,Switzerland,Lithuania
2021-05-16,223842,323842.0,423842.0,9171522.17,Company,Company,,,Jscb National Standart,Raiffeisen Zentralbank Osterreich,Ukraine,Austria
2021-05-19,223844,323844.0,423844.0,7181193.66,Company,Company,,,"Russian Finance Society (Moscow, Russia)",Nordea Bank Danmark A/S,Russia,Denmark
2021-05-18,223845,323845.0,423845.0,24075000,Company,Company,,,"Krb Ukhtabank (Ukhta, Russia)",VTB Bank Deutschland AG,Russia,Germany
2021-05-19,223846,323846.0,423846.0,81000,Company,Company,,,Bank of Georgia,Habib Bank A G Zurich,Georgia,United Arab Emirates
2021-05-20,223847,323847.0,423847.0,17519500,Company,Company,,,"UniCredit Bank (Moscow, Russia)",Standard Chartered Bank,Russia,Hong Kong
2021-05-17,223873,323873.0,423873.0,2400018,Company,Company,,,Berenberg Bank,Yapi Ve Kredi Bankasi A.S.,Germany,Turkey
2021-05-19,223874,323874.0,423874.0,1750000,Company,Company,,,Sberbank of Russia,Bank of Taiwan,Russia,Hong Kong
2021-05-18,223875,323875.0,423875.0,300000,Company,Company,,,"Hua Nan Commercial Bank, Ltd",Shanghai Pudong Development Bank,Hong Kong,China
2021-05-19,223876,323876.0,423876.0,2012944.86,Company,Company,,,"Hua Nan Commercial Bank, Ltd","Bank of Ningbo Co., Ltd.",Hong Kong,China
2021-05-20,223877,323877.0,423877.0,3248764,Company,Company,,,Ping An Bank Co Ltd,Shanghai Pudong Development Bank,China,China
2021-05-21,223878,323878.0,423878.0,2000385,Company,Company,,,Chinatrust Commercial Bank,China Construction Bank,Hong Kong,China
2021-05-22,223879,323879.0,423879.0,1254203,Company,Company,,,Chinatrust Commercial Bank,Industrial And Comm'L Bank of China,Hong Kong,China
2021-05-14,223880,323880.0,423880.0,3985000,Company,Company,,,United Overseas Bank Limited,Bank Vontobel AG,Singapore,Switzerland
2021-05-15,223881,323881.0,423881.0,4388917.58,Company,Company,,,Berenberg Bank,ABN Amro Bank N.V.,Germany,Netherlands
2021-05-16,223882,323882.0,423882.0,1501920,Company,Company,,,"DBS Bank Ltd, Singapore",Agricultural Bank of China,Singapore,China
2021-05-17,223883,323883.0,423883.0,3834432,Company,Company,,,DBS Bank Ltd,"Ping An Bank Co., Ltd.",Singapore,China
2021-05-19,223884,323884.0,423884.0,5499955.67,Company,Company,,,Ap Anlage Und PrivatBank AG,Azerpost,Switzerland,Azerbaijan
2021-05-18,223885,323885.0,423885.0,9199004,Company,Company,,,HSBC Bank,DNB Bank Asa,United Kingdom,Norway
2021-05-19,223886,323886.0,423886.0,54988.89,Company,Company,,,Banque De Commerce Et De Placements SA,ABN Amro Bank N.V.,Switzerland,Netherlands
2021-05-20,223887,323887.0,423887.0,1.383108866E7,Company,Company,,,ABN Amro Bank N.V.,Credit Suisse AG,Netherlands,Switzerland
2021-05-21,223898,323898.0,423898.0,1999978,Company,Company,,,Bank of Shanghai ,"Bank DBS Indonesia (Jakarta, Indonesia)",China,Indonesia
2021-05-17,223903,323903.0,423903.0,2431100,Company,Company,,,"ABN Amro Bank N.V. (Amsterdam, Netherlands)","Credit Suisse Ag (Zurich, Switzerland)",Netherlands,Switzerland
2021-05-19,223904,323904.0,423904.0,7261295.76,Company,Company,,,Berenberg Bank,"ABN Amro Bank N.V. (Amsterdam, Netherlands)",Germany,Netherlands
2021-05-18,223905,323905.0,423905.0,7699923.89,Company,Company,,,Anlage Und PrivatBank Ag ,Azerpost,Germany,Azerbaijan
2021-05-20,223907,323907.0,423907.0,11000000,Company,Company,,,Bank Hapoalim,Barclays Capital Inc,Switzerland,United States
2021-05-21,223908,323908.0,423908.0,1.762253216E7,Company,Company,,,"Kbl European Private Bankers S.A,  Luxembourg",Banque De Gestion Edmond De Rothschild ,Luxembourg,Monaco
2021-05-22,223909,323909.0,423909.0,20750000,Company,Company,,,Coutts Bank Von Ernst Ltd. ,Banque Privee Edmond De Rothchild,Switzerland,Luxembourg
2021-05-15,223931,323931.0,423931.0,375,Company,Company,,,LTB Bank Riga ,"DNB Nor Bank Asa,",Latvia,United States
2021-05-16,223932,323932.0,423932.0,238.61,Company,Company,,,Latvian Trade Commercial Bank,Kbc Bank NV,Latvia,Belgium
2021-05-17,223933,323933.0,423933.0,15448,Company,Company,,,LTB Bank Riga ,Jordan Kuwait Bank,Latvia,Jordan
2021-05-18,223935,323935.0,423935.0,3485,Company,Company,,,Latvian Trade Commercial Bank,Transcredit Bank,Latvia,Russia
2021-05-19,223936,323936.0,423936.0,599088,Company,Company,,,Latvian Trade Commercial Bank,Vnesheconombank,Latvia,Russia
2021-05-20,223937,323937.0,423937.0,1400000,Company,Company,,,Latvian Trade Commercial Bank,Vnesheconombank,Latvia,Russia
2021-05-21,223938,323938.0,423938.0,11277,Company,Company,,,Bank VTB,LTB Bank,Russia,Latvia
2021-05-22,223939,323939.0,423939.0,205.48,Company,Company,,,Latvian Trade Commercial Bank,Ojsc 'Nomos-Bank',Latvia,Russia
2021-05-14,223940,323940.0,423940.0,790753.42,Company,Company,,,Latvian Trade Commercial Bank,Ojsc 'Nomos-Bank',Latvia,Russia
2021-05-15,223941,323941.0,423941.0,126547.21,Company,Company,,,LTB Bank Riga ,Joint-Stock Company Otp Bk,Latvia,Ukraine
2021-05-16,223942,323942.0,423942.0,280,Company,Company,,,Travelex Limited,"LTB Bank, Riga",Australia,Latvia
2021-05-17,223943,323943.0,423943.0,78800,Company,Company,,,Bank Vozrozhdenie,LTB Bank,Russia,Latvia
2021-05-19,223944,323944.0,423944.0,59,Company,Company,,,LTB Bank Riga ,Vnesheconombank,Latvia,Russia
2021-05-18,223945,323945.0,423945.0,29.5,Company,Company,,,LTB Bank Riga ,Vnesheconombank,Latvia,Russia
2021-05-19,223946,323946.0,423946.0,200000,Company,Company,,,LTB Bank Riga ,Capital Bank Grawe Gruppe AG,Latvia,Austria
2021-05-21,223948,323948.0,423948.0,2000000,Company,Company,,,Latvian Trade Commercial Bank,Bank Morgan Stanley AG ,Latvia,Switzerland
2021-05-19,223984,323984.0,423984.0,29204,Company,Company,,,Sberbank Srbija Ad,UBS AG Stamford Branch,Serbia,United States
2021-05-19,223986,323986.0,423986.0,13526,Company,Company,,,Societe Generale Private Banking,Gazprombank,Switzerland,Russia
2021-05-15,223991,323991.0,423991.0,167000,Company,Company,,,Deutsche Bank AG Taunusanlage 12 ,Oriental Bank,Germany,Puerto Rico
2021-05-15,224001,324001.0,424001.0,7750,Company,Company,,,Investkapitalbank,Turkiye Garanti Bankasi A.S.,Russia,Turkey
2021-05-16,224002,324002.0,424002.0,9000,Company,Company,,,Investkapitalbank,Kuwait Turkish Participation Bk Inc,Russia,Turkey
2021-05-17,224003,324003.0,424003.0,31000,Company,Company,,,Investkapitalbank,Yapi Ve Kredi Bankasi A.S.,Russia,Turkey
2021-05-19,224004,324004.0,424004.0,40000,Company,Company,,,Promsvyazbank,Rosbank,Russia,Russia
2021-05-18,224005,324005.0,424005.0,30000,Company,Company,,,Promsvyazbank,Credit Union Payment Center Ltd,Russia,Russia
2021-05-20,224017,324017.0,424017.0,4.569548529E7,Company,Company,,,ING Bank NV,Deutsche Bank AG,Netherlands,United Kingdom
2021-05-22,224019,324019.0,424019.0,166157.08,Company,Company,,,National Bk of Ras Al Khaimah Psc,Bank of Baroda,United Arab Emirates,United Arab Emirates
2021-05-21,224028,324028.0,424028.0,10000,Company,Company,,,Usaa Federal Savings Bank,Commonwealth Bank of Australia,United States,Australia
2021-05-19,224044,324044.0,424044.0,3512000,Company,Company,,,Bank of Communications,Ping An Bank Co Ltd,China,China
2021-05-18,224045,324045.0,424045.0,6000000,Company,Company,,,BMI Offshore Bank Ltd,Emirates Nbd Bank PJSC,Seychelles,United Arab Emirates
2021-05-19,224046,324046.0,424046.0,6132493.6,Company,Company,,,Berenberg Bank,ABN Amro Bank N.V.,Germany,Netherlands
2021-05-20,224047,324047.0,424047.0,5285839.33,Company,Company,,,China Merchants Bank,Credit Suisse Singapore Branch,China,Singapore
2021-05-21,224048,324048.0,424048.0,1.137427245E7,Company,Company,,,Commonwealth Bank of Australia,Deutsche Bank AG,Australia,Czech Republic
2021-05-22,224049,324049.0,424049.0,12537500,Company,Company,,,BSI SA,DBS Bank Ltd.,Switzerland,Singapore
2021-05-14,224050,324050.0,424050.0,10000000,Company,Company,,,Gazprombank,Credit Suisse AG,Russia,Switzerland
2021-05-15,224051,324051.0,424051.0,10000000,Company,Company,,,Gazprombank,Credit Suisse AG,Russia,Switzerland
2021-05-16,224052,324052.0,424052.0,33599900,Company,Company,,,Norvik Banka JSC,EFG Bank,Latvia,Switzerland
2021-05-17,224053,324053.0,424053.0,40380000,Company,Company,,,China Merchants Bank,Ping An Bank Co Ltd,China,China
2021-05-20,224057,324057.0,424057.0,1762600,Company,Company,,,"UniCredit Bank, Cjsc",Credit Suisse AG,Russia,Switzerland
2021-05-22,224059,324059.0,424059.0,13449615,Company,Company,,,Deutsche Bank AG,Credit Suisse AG,United Kingdom,Switzerland
2021-05-14,224060,324060.0,424060.0,1001444,Company,Company,,,Deutsche Bank AG,DBS Bank Ltd,United Kingdom,Singapore
2021-05-19,224064,324064.0,424064.0,128899,Company,Company,,,PT Bank Mandiri,United Overseas Bank Limited,Indonesia,Singapore
2021-05-18,224065,324065.0,424065.0,582437,Company,Company,,,PT Bank Mandiri,JPMorgan International Bank,Indonesia,Belgium
2021-05-19,224066,324066.0,424066.0,5558208.72,Company,Company,,,UniCredit Banka Slovenija D.D. ,Alior Bank S.A.,Slovenia,Poland
2021-05-15,224101,324101.0,424101.0,13100000,Company,Company,,,Baltikums Bank AS,Barclays Bank Plc,Latvia,Cyprus
2021-05-22,224119,324119.0,424119.0,35495,Company,Company,,,Hellenic Bank Public Company,Bank VTB 24,Cyprus,Russia
2021-05-14,224120,324120.0,424120.0,7055000,Company,Company,,,Citibank,"Barclays Bank Plc, Knightsbridge",United Kingdom,United Kingdom
2021-05-15,224141,324141.0,424141.0,25630,Company,Company,,,Es Citadele Banka Eesti Filiaal,Swedbank AS,Estonia,Estonia
2021-05-22,224149,324149.0,424149.0,650000,Company,Company,,,"Bank DBS Indonesia, PT",United Overseas Bank Limited,Indonesia,Singapore
2021-05-16,224182,324182.0,424182.0,318990,Company,Company,,,Maiwand Bank,Nurbank JSC,Afghanistan,Kazakhstan
2021-05-17,224183,324183.0,424183.0,709161.73,Company,Company,,,Maiwand Bank,Halyk Savings Bank Kazakhstan,Afghanistan,Kazakhstan
2021-05-19,224184,324184.0,424184.0,807000,Company,Company,,,Maiwand Bank,Bank Mandiri,Afghanistan,Indonesia
2021-05-19,224186,324186.0,424186.0,5420,Company,Company,,,Liechtensteinische Landesbank,HSBC,Liechtenstein,Hong Kong
2021-05-20,224187,324187.0,424187.0,5000,Company,Company,,,HSBC,Rietumu Banka JSC,Hong Kong,Latvia
2021-05-21,224188,324188.0,424188.0,50000,Company,Company,,,VTB 24,Saxo Bank,Russia,Denmark
2021-05-14,224190,324190.0,424190.0,47000,Company,Company,,,VTB 24 JSC,Rietumu Banka JSC,Russia,Latvia
2021-05-15,224191,324191.0,424191.0,320000,Company,Company,,,Alfa Bank,PrivatBank Ihag,Russia,Switzerland
2021-05-16,224192,324192.0,424192.0,34995,Company,Company,,,Hellenic Bank Public Company,Bank VTB 24,Cyprus,Russia
2021-05-16,224202,324202.0,424202.0,4000000,Company,Company,,,Alfa-Bank,DBS Bank Ltd,Russia,Singapore
2021-05-19,224216,324216.0,424216.0,191904.34,Company,Company,,,VP Bank AG,Citibank N.A.,Liechtenstein,United Arab Emirates
2021-05-20,224217,324217.0,424217.0,204430.75,Company,Company,,,VP Bank AG,Hong Kong And Shanghai Banking Corporation Limited,Liechtenstein,Republic Of Maldives
2021-05-21,224218,324218.0,424218.0,220567.7,Company,Company,,,VP Bank AG,Mashreq Bank Psc,Liechtenstein,United Arab Emirates
2021-05-22,224219,324219.0,424219.0,296928.14,Company,Company,,,VP Bank AG,State Bank of India,Liechtenstein,Republic Of Maldives
2021-05-14,224220,324220.0,424220.0,302581.9,Company,Company,,,VP Bank AG,Wells Fargo Bank,Liechtenstein,United States
2021-05-15,224221,324221.0,424221.0,323980,Company,Company,,,VP Bank AG,Banco Mercantil Del Norte,Liechtenstein,Mexico
2021-05-16,224222,324222.0,424222.0,499998.45,Company,Company,,,VP Bank AG,Mashreq Bank Psc,Liechtenstein,United Arab Emirates
2021-05-17,224223,324223.0,424223.0,511605.94,Company,Company,,,VP Bank AG,Kasikornbank Public Company Limited,Liechtenstein,Thailand
2021-05-19,224224,324224.0,424224.0,555336.72,Company,Company,,,VP Bank AG,Bnp Paribas,Liechtenstein,United Arab Emirates
2021-05-18,224225,324225.0,424225.0,819632.73,Company,Company,,,VP Bank AG,Emirates Nbd Bank PJSC,Liechtenstein,United Arab Emirates
2021-05-22,224249,324249.0,424249.0,1169620,Company,Company,,,Danske Bank A/S Estonia Branch,VTB North-West JSC,Estonia,Russia
2021-05-14,224250,324250.0,424250.0,1138586,Company,Company,,,Danske Bank A/S Estonia Branch ,Alfabank,Estonia,Russia
2021-05-15,224251,324251.0,424251.0,1445219.33,Company,Company,,,Commercial Bank 'Mobiasbanca-Groupe,Danske Bank A/S Estonia Branch,Moldova,Estonia
2021-05-16,224252,324252.0,424252.0,1654639.27,Company,Company,,,North Credit Bank,Danske Bank A/S Estonia Branch,Russia,Estonia
2021-05-17,224253,324253.0,424253.0,1761300,Company,Company,,,EFG Private Bank Limited,Danske Bank A/S Estonia Branch,United Kingdom,Estonia
2021-05-19,224254,324254.0,424254.0,1774970,Company,Company,,,Danske Bank A/S Estonia Branch,"UniCredit Bank, Cjsc",Estonia,Russia
2021-05-18,224255,324255.0,424255.0,2399800,Company,Company,,,Hsh Nordbank AG,Danske Bank A/S Estonia Branch,Germany,Estonia
2021-05-19,224256,324256.0,424256.0,3970472,Company,Company,,,EFG Private Bank Limited,Danske Bank A/S Estonia Branch,United Kingdom,Estonia
2021-05-20,224257,324257.0,424257.0,4049460.42,Company,Company,,,Ojsc Bank Narodniy Credit,"Danske Bank A/S, Estonia Branch",Russia,Estonia
2021-05-19,224296,324296.0,424296.0,1000100,Company,Company,,,Solid Bank,Commerzbank AG,Russia,Germany
2021-05-20,224297,324297.0,424297.0,1460000,Company,Company,,,Solid Bank,Bank of Cyprus Public Company Ltd,Russia,Cyprus
2021-05-21,224298,324298.0,424298.0,1649874,Company,Company,,,Lloyds Bank Plc,Solid Bank,United Kingdom,Russia
2021-05-22,224299,324299.0,424299.0,1669762.9,Company,Company,,,Solid Bank,Barclays Bank Plc,Russia,United Kingdom
2021-05-14,224300,324300.0,424300.0,2065860,Company,Company,,,Solid Bank,JPMorgan Chase Bank,Russia,United Kingdom
2021-05-16,224332,324332.0,424332.0,3.616266254E7,Company,Company,,,Rosbank,Credit Suisse International,Russia,United Kingdom
2021-05-17,224333,324333.0,424333.0,4.473369521E7,Company,Company,,,ING Bank NV,Rosbank,Netherlands,Russia
2021-05-19,224334,324334.0,424334.0,1.848935933E7,Company,Company,,,JPMorgan Chase Bank,Rosbank,United Kingdom,Russia
2021-05-20,224337,324337.0,424337.0,3.379982389E7,Company,Company,,,Credit Suisse International,Rosbank,United Kingdom,Russia
2021-05-16,224342,324342.0,424342.0,6000000,Company,Company,,,"Barclays Bank Plc, Knightsbridge",E. Gutzwiller & Cie Banquiers,United Kingdom,Switzerland
2021-05-17,224343,324343.0,424343.0,2555000,Company,Company,,,"Barclays Bank Plc, Knightsbridge",Citibank,United Kingdom,United Kingdom
2021-05-19,224344,324344.0,424344.0,7000000,Company,Company,,,"Barclays Bank Plc, Knightsbridge",M2M Europe A.S.,United Kingdom,Latvia
2021-05-18,224345,324345.0,424345.0,6750000,Company,Company,,,Aresbank,"Barclays Bank Plc, Knightsbridge",Russia,United Kingdom
2021-05-18,224355,324355.0,424355.0,78312.48,Company,Company,,,Bank of New Zealand,E Sun Bank,New Zealand,Taiwan
2021-05-18,224365,324365.0,424365.0,3944147,Company,Company,,,Arab Bank For Investment & Foreign Trade,Bank of America N.A.,United Arab Emirates,United States
2021-05-19,224366,324366.0,424366.0,3850000,Company,Company,,,Arab Bank For Investment & Foreign Trade,"Bank of America, N.A.",United Arab Emirates,United States
2021-05-20,224367,324367.0,424367.0,6684390,Company,Company,,,Arab Bank For Investment & Foreign Trade,Industrial And Commercial Bank of China,United Arab Emirates,Hong Kong
2021-05-21,224368,324368.0,424368.0,7522515,Company,Company,,,Credit Europe Bank N.V.,Arab Bank For Investment & Foreign Trade,Netherlands,United Arab Emirates
2021-05-14,224370,324370.0,424370.0,11067775,Company,Company,,,Arab Bank For Investment & Foreign Trade,Nanyang Commercial Bank Ltd,United Arab Emirates,China
2021-05-15,224371,324371.0,424371.0,1529500,Company,Company,,,Rab Bank For Investment & Foreign Trade,Nanyang Commercial Bank Ltd,United Arab Emirates,China
2021-05-16,224372,324372.0,424372.0,598392.75,Company,Company,,,Denizbank,Arab Bank For Investment & Foreign Trade,Turkey,United Arab Emirates
2021-05-17,224373,324373.0,424373.0,1.16153525E7,Company,Company,,,Turkiye Garanti Bankasi A.S,Arab Bank For Investment & Foreign Trade,Turkey,United Arab Emirates
2021-05-19,224374,324374.0,424374.0,69500,Company,Company,,,Arab Bank For Investment,TD Bank Na,United Arab Emirates,United States
2021-05-18,224375,324375.0,424375.0,323400,Company,Company,,,Arab Bank For Investment,TD Bank,United Arab Emirates,United States
2021-05-19,224376,324376.0,424376.0,44254,Company,Company,,,VP Bank AG,Erste And Steiermaerkische Bank D.D,Liechtenstein,Croatia
2021-05-20,224377,324377.0,424377.0,44969,Company,Company,,,VP Bank AG,Erste And Steiermaerkische Bank D.D,Liechtenstein,Croatia
